,日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元),ric
3,2023-06-30,-0.3134,-0.197,-0.1971,-0.2293,12.088,10.6314,-1.386,10.1054,3.7046,--,-1.9643,18.896,-1.9107,-7.5491,-7.5224,80.912,-6.9411,29.6189,2.4503,1.8567,--,18.6421,-2.8191,-250.9441,--,--,260974029.89,-1.85,-1.81,-70126104.43,19.8007,--,-13.0908,-3.5874,0.876,205.4795,80.1817,2.2449,5.6453,0.2753,653.8322,0.3556,506.1867,0.3667,3.4191,2.9087,78.3945,1485.8367,--,75.7749,--,1551.3564,31.9699,--,--,56.1079,30.581,29.6535,--,4.8844,24.2251,4880336509.46,-0.307,-0.0869,--,-0.3586,-38.6651,--,--,--,3007571.19,--,--,718756501.23,207462053.86,65305689.8,68273935.44,--,27791000.64,3681758.57,--,59969264.91,11097447.6,14683133.88,25088221.19,002819
4,2023-03-31,-0.1763,-0.1092,-0.1093,--,12.3704,10.8668,-0.922,10.0991,3.7934,--,-1.0797,17.3761,-1.0625,-8.9142,-9.0321,82.41,-8.521,-17.6251,-1.4248,-1.0797,--,18.6784,-4.4941,-192.42,--,--,109925368.33,-1.01,-1,-38498487.03,9.944,--,-11.9792,-3.4202,0.4048,222.332,83.7131,1.0751,--,0.1247,721.7322,0.1603,561.4473,0.1661,3.4859,3.0054,95.9359,1795.4396,--,75.7781,--,--,31.9643,--,--,--,29.5632,29.3758,--,--,24.2219,4992804836.01,-0.4457,-0.0565,--,-0.2332,-25.3711,--,--,--,3976005.61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002819
5,2022-12-31,2.8738,2.8601,2.8712,-0.3908,12.5388,10.9664,-0.4275,10.0907,3.9033,--,17.0502,19.1118,16.8544,31.1248,29.0993,80.507,29.0715,343.9337,27.4296,20.4059,--,12.4938,0.6569,65.7555,--,--,577713868.1,26.51,20.79,-120972233.67,63.5377,322.0595,-11.1751,-2.2714,2.2404,160.6856,62.1579,5.7917,12.0081,0.5798,620.9038,0.7362,488.9976,0.7417,3.2928,2.9356,104.4612,-3214.0526,--,74.3936,--,1528.0799,34.4201,--,--,59.1973,29.6363,31.8224,--,4.8684,25.6064,5154039762.4,-0.0432,-0.0254,-0.1487,-0.099,-10.713,--,--,--,3327050.35,--,--,830175528.42,149785557.16,77925082.37,57951248.52,--,6217188.36,110994.03,--,41988619.25,16763144.6,12986089.16,29382641.41,002819
6,2022-09-30,-0.126,-0.0582,-0.0583,--,13.8743,12.427,-0.7041,10.0811,1.3031,--,-0.7444,19.0727,-0.737,-1.567,-1.485,80.603,-2.1996,-12.605,-0.9085,-0.7444,--,14.1173,-16.462,-1280.6173,--,--,333745790.11,-0.48,-0.48,-23376127.36,71.6606,-168.8183,562.3577,320.3916,1.4437,187.0195,78.6897,3.4312,--,0.3351,805.7296,0.4216,640.4175,0.4092,4.651,4.1781,139.3327,253.2014,--,81.9377,--,--,22.044,--,--,--,25.0955,20.8448,--,--,18.0623,5170369729.99,-0.1229,-0.0416,--,-0.2302,-24.3455,--,--,--,3178801.58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002819
7,2022-06-30,-0.0328,-0.0079,-0.008,-0.0211,13.9352,12.4656,-0.3864,10.0611,1.3547,--,-0.198,19.6286,-0.1939,-0.5977,-0.5592,80.0323,-0.8694,45.6859,3.2784,2.7559,--,13.8762,-55.3334,-3484.4358,--,--,226286192.29,-0.07,-0.07,-6714693.88,78.004,-136.9189,600.8725,357.9449,0.9766,184.3129,77.5996,2.3196,4.5374,0.2231,806.8131,0.2815,639.4316,0.269,5.3397,4.8176,177.3788,153.7626,--,84.0608,--,1664.666,18.9616,--,--,63.093,25.0039,17.5961,--,5.0497,15.9392,5061927652.2,-0.1024,-0.0233,--,-0.1463,-15.7601,--,--,--,3028570.57,--,--,658873284.18,164282196.62,39794674.59,40574683.87,--,19871234.12,1106120.5,--,61743413.32,24198690.86,10711901.81,6303502.04,002819
8,2022-03-31,-0.0434,-0.0278,-0.0279,--,13.5092,12.084,-0.7271,9.612,1.4241,--,-0.2669,16.9482,-0.2642,-2.4385,-2.3641,82.7849,-2.3977,-4.336,-0.321,-0.2669,--,14.1228,-11.3182,-715.227,--,--,97521094.83,-0.23,-0.23,-9944036.76,109.5496,-246.4247,612.843,380.271,0.4867,184.9188,80.0071,1.1249,--,0.1102,816.6969,0.1388,648.415,0.1336,5.0612,4.515,163.949,317.7516,--,83.1467,--,--,20.2694,--,--,--,24.9151,18.8403,--,--,16.8533,5169614917.8,-0.4021,-0.0448,--,-0.2655,-28.5685,--,--,--,2701110.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002819
0,2024-03-31,0.8879,0.88,0.88,--,25.1448,24.5789,-0.3222,4.8001,18.335,--,3.0018,18.4073,3.0438,30.4639,24.8377,81.0922,20.8101,88.7916,3.5312,3.0018,--,-0.6337,0.4832,74.6343,--,--,423406766.75,3.53,3.56,308004752.08,-31.069,-50.7119,1.0388,-1.7383,10.0187,8.9832,44.8542,2.0065,--,0.1463,615.1743,0.1911,470.9576,0.1715,5.4189,5.0816,441.8451,-858.8344,--,85.0086,--,--,17.6352,--,--,--,27.1748,16.6935,--,--,14.9914,15946152980.63,-0.0755,-0.0109,-0.3629,-0.0727,-7.6756,--,--,--,285808000.47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002756
1,2023-12-31,6.5568,6.33,6.33,6.02,24.6256,24.0787,7.317,4.8022,17.4664,--,22.7958,35.8649,22.8568,54.549,35.0876,63.0048,28.9996,867.3533,35.2217,30.1551,--,-0.8641,-2.7475,103.9151,--,--,4371579670.24,26.24,27.28,3238878396.17,-21.7587,-45.6136,5.5928,0.5371,76.4899,4.7065,48.9137,7.3599,4.208,0.7882,456.7369,1.0344,348.0278,0.9431,5.6244,5.1024,449.6449,-1535.5258,--,85.6152,--,462.445,16.8017,--,--,71.5559,27.857,15.8139,--,18.5136,14.3848,15506219373.71,0.3236,0.2544,1.116,1.7685,187.8921,--,--,--,276453523.19,--,--,--,227139.33,384412.91,--,--,395823.91,--,--,--,420000,39300,--,002756
2,2023-09-30,5.8763,5.67,5.7,--,24.1868,23.6643,6.454,4.7895,16.9889,--,20.5299,39.7151,20.5349,65.1433,38.8822,59.2229,32.6458,587.6328,24.2956,20.5299,--,-0.7891,-1.5532,102.4706,--,--,3853935704.55,23.93,24.09,2873657852.78,-10.6952,-27.1492,25.6072,19.6206,59.0055,4.5758,46.5421,5.8012,--,0.629,429.2528,0.8242,327.5904,0.7578,5.2277,4.7886,409.1736,-1861.092,--,84.5003,--,--,18.3428,--,--,--,27.9226,17.2963,--,--,15.4997,15430855556.67,0.3585,0.2255,1.0983,1.4547,154.2753,--,--,--,268187409.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002756
3,2023-06-30,3.6694,3.54,3.55,3.55,22.9536,22.5086,4.3733,4.7772,15.8579,--,13.6207,38.5741,13.2112,58.3337,35.5436,60.3869,29.7217,560.1868,24.4051,20.7942,--,-0.7295,-2.0405,108.9466,--,--,2567329416.24,15.69,15.17,1903682977.31,3.7626,-13.7919,71.901,66.3785,44.0441,4.0868,38.7898,4.6404,2.2993,0.4445,404.9494,0.5882,306.0184,0.5336,5.4008,5.0326,445.2885,-1732.4577,--,85.2041,--,431.6686,17.3652,--,--,73.3444,29.4988,16.2692,--,19.7383,14.7959,14523170166.56,0.3542,0.1623,1.1918,1.0972,117.1081,--,--,--,271953609.8,--,--,--,385290.4,53293.62,--,--,--,--,--,--,39300,--,--,002756
4,2023-03-31,2.3419,2.25,2.26,--,32.3522,31.8573,3.1155,6.5043,23.2696,--,5.9845,38.413,6.1367,57.0927,34.9702,60.5073,29.1036,234.1926,7.2389,5.9845,--,-0.738,-2.4903,110.5716,--,--,1281835290.99,7.05,7.3,934528869.57,26.8489,16.859,125.9555,118.6811,19.8956,4.5236,39.4806,2.2796,--,0.2109,426.7425,0.2742,328.2276,0.2568,4.7082,4.4161,380.3786,-1776.7826,--,82.6721,--,--,20.9598,--,--,--,27.1871,19.9169,--,--,17.3279,16228246382.09,0.3872,0.0796,1.3303,0.4594,48.3505,--,--,--,265101045.61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002756
5,2022-12-31,15.6727,15.51,15.59,15.24,30.3176,29.6097,16.0334,6.5013,21.0247,--,42.1396,51.2182,59.6471,100.9436,49.239,47.6627,41.7194,1792.8751,59.1364,48.2056,--,-0.0487,0.0054,104.1168,--,--,7979142739.67,51.47,74.72,6176305448.63,116.3936,622.1269,145.6939,142.1515,80.724,4.4596,41.5791,8.6582,6.7561,1.4297,251.8011,2.043,176.2115,1.7613,4.3453,3.9791,333.5787,-5489.6459,--,81.5161,--,430.1902,22.6752,--,--,75.7504,29.1473,21.5237,--,18.9488,18.4839,15423375461.33,0.4268,0.4311,1.023,2.3323,245.7036,--,--,--,254686371.67,--,--,--,430160.7,53293.62,--,--,--,--,--,--,39300,--,--,002756
6,2022-09-30,10.4861,10.54,10.59,--,25.0326,24.5706,10.3442,6.4156,16.1675,--,33.71,49.2452,45.1347,92.7162,47.214,49.8309,40.0192,1048.6131,41.8899,33.71,--,0.1054,-0.3055,104.4311,--,--,5351035542.45,41.91,59.31,4148027339.63,120.7575,684.1171,118.9884,116.8129,43.1162,6.2621,34.537,7.8177,--,1.1278,239.4041,1.6728,161.406,1.4023,4.0054,3.7267,283.2086,-6521.2067,--,80.4729,--,--,24.2655,--,--,--,32.7588,22.8456,--,--,19.5271,12899829254.24,0.3948,0.3325,0.9865,1.7029,180.8788,--,--,--,176547745.91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002756
7,2022-06-30,5.6525,5.61,5.63,5.43,17.7325,17.4811,4.6408,3.9049,11.5715,--,26.2874,43.9848,30.3958,74.2837,41.923,55.1751,35.774,770.9023,43.4739,35.8515,--,0.3172,-0.5821,105.1114,--,--,2821284298.14,31.9,36.95,2183140640.84,110.5095,655.0885,61.2729,56.1998,29.1134,6.1827,36.4594,4.937,3.5852,0.8497,211.8395,1.4073,127.9045,1.0416,4.078,3.5635,246.0963,-6637.6743,--,82.4669,--,381.0831,21.2608,--,--,69.3499,43.14,19.1566,--,21.6401,17.5331,8728992799.74,0.2937,0.2158,0.821,1.231,136.6165,--,--,--,160239188.89,--,--,--,429695.67,--,--,--,111620.5,26883.19,--,--,72114,15625,--,002756
8,2022-03-31,2.0472,2,2.02,--,14.6263,14.4033,0.9069,3.9713,8.4941,--,11.199,39.2429,12.053,61.0608,37.4674,59.9979,31.5915,204.7225,13.9969,11.199,--,0.5169,-0.6808,104.8874,--,--,1032354744.3,13.87,14.91,768658443.19,94.2509,567.9582,35.0817,32.9713,11.318,7.9519,47.1056,1.9106,--,0.3815,235.9109,0.671,134.1282,0.4759,3.3785,2.6575,172.3622,-5615.8248,0.0144,80.0106,0.5937,--,24.9834,51.366,0.7366,--,51.7472,22.419,537.35,--,19.9894,7420962738.06,0.1399,0.0496,0.443,0.2482,28.604,--,--,--,274234573.99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002756
0,2024-03-31,0.1608,0.16,0.16,--,29.5524,27.5875,0.4662,15.4244,11.3566,--,0.334,17.942,0.3335,7.7496,6.948,81.1293,6.7544,16.0792,0.5441,0.334,--,8.4091,4.3176,255.9182,--,0.8237,417612472.28,0.59,0.59,149108725.8,-9.3788,-76.8204,46.7108,22.9846,0.3706,242.8494,152.1298,0.5916,--,0.0494,1821.8623,0.1464,614.7541,0.0809,1.4036,1.0971,41.9858,456.6015,1.0829,61.3857,10.2529,--,62.9043,93.6251,14.312,--,109.2629,54.9206,289.4129,--,38.6143,47071308309.78,0.1958,0.0097,2.8994,0.0251,4.1278,--,--,--,3443184.56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002812
1,2023-12-31,2.7105,2.58,2.68,2.62,29.3348,27.5391,2.7281,15.4138,11.1949,--,5.6148,36.8058,6.176,36.3683,25.155,62.5733,22.0077,864.9787,29.4864,17.9178,--,5.9075,0.4593,146.4554,0.0359,4.7044,4432241252.52,9.38,11.87,2461257928.99,-4.3579,-37.0814,52.1247,22.2102,1.8137,198.4893,130.5246,2.7581,0.7028,0.2806,1282.9651,0.7705,467.2291,0.5067,1.413,1.1528,38.629,1368.164,0.9839,60.7663,9.9263,145.8027,64.565,92.6319,14.0415,77.2082,107.7635,56.5335,284.1897,41.677,39.2337,47200916635.69,0.2215,0.0565,1.0065,0.144,23.1354,--,--,--,3209980.1,--,--,--,590091823.97,23644434.6,125125171.09,--,188822.79,126752.48,--,--,8862725.63,217095.12,1324965.44,002812
2,2023-09-30,2.33,2.3,2.31,--,29.3768,27.5456,3.1225,15.4568,11.0011,--,4.8241,39.771,5.3074,42.6145,28.3147,59.6566,25.0525,232.9961,7.9313,4.8241,--,6.2148,0.1308,140.4609,0.0303,1.4257,3616542761.08,8,11.24,2053973609.88,-2.0069,-33.0595,61.5853,37.1916,1.3449,200.7584,130.8837,2.0629,--,0.2119,1274.1859,0.5578,484.0445,0.3823,1.5249,1.2832,50.3527,1401.9195,0.8139,60.8231,10.4645,--,64.4113,87.8792,14.6793,--,102.9987,57.4793,279.2967,--,39.1769,47224313448.84,0.3357,0.0646,1.3401,0.165,26.3915,--,--,--,4250735.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002812
3,2023-06-30,1.5151,1.55,1.55,1.55,28.8439,27.1953,1.2997,15.4329,10.641,--,3.2487,42.9285,3.518,47.248,30.146,56.4939,26.6055,658.3297,22.8239,14.1159,--,6.7493,-0.1791,142.3637,0.0066,-2.3062,2390460553.72,5.28,7.6,1343909206.82,-3.2652,-30.3998,71.7813,44.4619,0.8761,205.456,148.6743,1.2107,0.3784,0.1322,1361.5734,0.3311,543.6424,0.2367,1.6908,1.4432,60.7314,1734.2712,0.5711,61.8471,9.5505,190.1885,61.689,82.7263,13.3766,74.9523,95.501,54.5889,289.2046,32.5188,38.1529,45603634813.2,0.2282,0.0279,0.8578,0.073,11.5102,--,--,--,3881746.06,--,--,--,702111245.49,280432846.85,121595587.38,--,19137952.43,32985.62,--,--,2454402.81,684300,1316721.94,002812
4,2023-03-31,0.76,0.73,0.73,--,22.0697,20.6344,0.8136,8.6365,10.8131,--,1.7721,45.4378,1.764,47.5221,29.999,53.9731,26.4067,76.0015,3.4437,1.7721,--,8.5687,-0.7885,151.4533,--,-8.1792,1167053183.55,3.53,3.59,627858465.64,-0.9202,-29.9714,27.0426,37.0882,0.4178,215.4141,170.0359,0.5293,--,0.0668,1347.3054,0.1842,488.5993,0.1333,1.111,0.8723,19.3682,852.2007,3.8272,51.4583,12.9072,--,94.3319,102.9378,20.0529,--,128.7575,84.1034,224.6351,--,48.5417,38274160023.05,0.2827,0.019,1.0705,0.0391,6.2462,--,--,--,3817070.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002812
5,2022-12-31,4.7199,4.46,4.48,4.3,21.1275,19.8633,0.5643,8.6119,10.0856,--,10.9058,47.3762,13.0115,65.8614,37.8798,52.1657,33.4537,960.6843,45.4708,22.1974,--,4.839,0.3873,125.1819,0.0023,--,5965096192,22.57,25.39,3839792123.08,57.7331,45.9074,29.6969,47.8541,2.2965,156.7603,113.5933,3.1692,0.9772,0.3889,925.6878,1.0308,349.2433,0.7541,1.1038,0.9221,29.8046,2352.6838,2.9686,48.8169,10.8207,129.1524,104.8471,102.6994,18.1441,76.9979,125.4637,94.0826,211.789,37.7979,51.1831,38622731492.57,0.04,0.013,0.1196,0.0255,3.7139,--,--,--,5017642.31,--,--,--,643794466.73,65856575.88,122356195.6,--,272315.21,43880.21,--,--,717797.9,782560,1297979.44,002812
6,2022-09-30,3.8135,3.61,3.61,--,19.919,18.9144,0.9726,8.5265,9.2382,--,9.8867,49.2487,11.242,76.8501,41.9595,50.3433,36.6739,381.3508,19.1451,9.8867,--,3.9838,0.2864,117.0807,0.0029,--,4570105899.96,19.11,21.24,3111927673.26,72.8541,84.191,31.6677,46.3421,1.726,156.4311,117.3097,2.3016,--,0.3065,880.9135,0.8239,327.7097,0.5744,1.1406,0.933,25.0676,8633.0028,2.0635,51.6409,9.6549,--,93.645,101.2317,15.7513,--,120.1581,83.1227,227.9283,--,48.3591,34422166920.72,0.0935,0.0252,0.255,0.0521,7.5785,--,--,--,4428826.93,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002812
7,2022-06-30,2.3852,2.26,2.26,2.17,18.3984,17.4742,0.6195,8.4629,7.8865,--,6.743,49.6011,7.3795,79.046,42.76,49.9811,36.9781,664.4753,36.116,18.7844,--,3.7081,0.438,115.9734,0.0046,--,2855255678.15,12.95,13.69,1940921991.9,69.6152,92.227,29.6461,44.2803,1.1653,154.4667,128.3789,1.4021,0.49,0.1996,901.8036,0.5345,336.7633,0.3719,1.1379,0.9096,22.6623,21995.814,1.8258,52.0112,8.4619,133.1894,92.2663,102.1102,13.9929,76.4319,118.723,80.9021,231.7849,39.0506,47.9888,31567942387.86,0.096,0.0175,0.2597,0.0365,5.21,--,--,--,4138101.2,--,--,--,99520608,41731673.56,114944515.21,--,5466338.21,772336.46,--,--,1029735.39,661330,2015091.94,002812
8,2022-03-31,1.0853,1.03,1.03,--,17.372,16.5225,0.2018,8.5563,6.952,--,3.469,48.1953,3.5844,77.6132,42.5196,51.4607,37.3614,108.5298,6.2474,3.469,--,3.1528,0.1173,112.9904,--,--,1249375130.65,6.21,6.41,878373867.17,79.6191,112.2422,27.8764,32.6968,0.5605,160.5709,124.4641,0.7231,--,0.0959,938.4776,0.2709,332.2259,0.1726,1.2394,0.9822,15.6399,-19041.1937,1.4744,55.5273,9.8714,--,80.0917,99.9129,15.0942,--,117.6749,68.1369,257.8672,--,44.4727,27919367497,0.0695,0.0064,0.1859,0.0145,2.3065,--,--,--,3850667,--,--,--,--,--,--,--,--,--,--,--,--,--,--,002812
0,2024-03-31,0.0689,0.0549,0.0549,--,7.7414,6.9157,0.6576,0.6291,4.7041,--,0.4357,8.3602,0.4205,2.1291,2.0612,91.431,1.6167,6.8941,0.8906,0.4357,--,5.3104,-0.7902,405.0233,0.1109,--,372877579.01,0.79,0.8,55151513.23,15.7226,-52.6754,2.2642,7.2155,0.85,105.8824,62.4436,1.4413,--,0.2601,346.0208,0.3688,244.0347,0.5534,1.6003,1.1836,37.516,233.878,0.2337,48.9279,6.0947,--,104.3822,55.3898,11.0767,--,62.2894,101.2458,199.899,--,51.0721,16548390334.69,0.1542,0.0416,9.538,0.0814,9.5666,--,--,--,655626830.52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,000062
1,2023-12-31,0.5291,0.4468,0.4468,0.4232,7.6687,6.858,-0.0713,0.6291,4.6492,--,3.1184,9.3415,3.2448,3.5452,3.3229,90.4303,2.6871,89.2351,11.6362,5.2594,--,4.6862,0.7496,276.3596,0.0217,--,1923752489.8,6.52,6.61,442638163.71,-13.9824,-48.7474,2.5212,8.4465,4.0617,88.6328,53.3737,6.7449,95.3471,1.2075,298.1366,1.7029,211.4041,2.5995,1.5017,1.1863,39.3695,401.5971,0.2442,45.1987,5.8294,3814.8574,121.2451,55.9376,11.4238,35.6243,63.1519,118.1766,185.5053,1.1848,54.8013,17745591718.07,-0.0036,-0.0042,-0.1348,-0.0077,-0.8832,--,--,--,655593717.61,--,--,5716947754.13,9770845.8,18781553.28,81456006.81,--,2158690.14,33842,--,173771321.23,6880963.5,7793630.44,31139153.49,000062
2,2023-09-30,0.4542,0.3925,0.3925,--,7.7018,6.8949,0.5715,0.6285,4.6615,--,2.8447,9.6553,2.8737,4.3724,4.0931,90.1137,3.3158,45.4223,5.8976,2.8447,--,4.5846,0.7574,232.6205,--,--,1383371601.75,5.69,5.78,389911234.06,-23.4537,-40.9359,5.8452,11.196,3.0877,87.4437,55.6575,4.8511,--,0.8667,311.5265,1.233,218.9781,1.8046,1.5349,1.2126,42.8107,464.6786,0.1827,48.2353,4.4736,--,107.3171,56.4179,8.4874,--,61.6504,104.1788,197.0543,--,51.7647,16700111807.6,0.0417,0.0358,1.2581,0.0691,7.8182,--,--,--,657697164.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,000062
3,2023-06-30,0.2996,0.255,0.255,0.2396,7.5857,6.7727,0.6785,0.6279,4.5241,--,1.9608,10.4605,1.9378,4.7708,4.4362,89.2849,3.6151,65.1606,8.5899,4.2642,--,4.9256,1.1306,232.1097,--,--,906821225.87,3.77,3.75,250551444.88,-34.4537,-47.5276,10.1093,-5.2471,1.9187,93.8135,62.3593,2.8865,39.7486,0.536,335.8209,0.7702,233.7055,1.1003,1.5596,1.2047,43.4838,464.9312,0.1892,49.6416,4.6745,3699.3528,101.4439,57.3513,8.6061,36.8126,62.7518,98.3426,202.7175,1.3419,50.3584,15982509810.38,0.0819,0.0444,2.2643,0.0882,10.0579,--,--,--,658893282.32,--,--,4592153940.2,6552287.4,20366811.27,100374320.85,--,6529364.94,1773960.01,--,13664899.31,17372818.69,1650704.42,30460760.35,000062
4,2023-03-31,0.1457,0.1198,0.1198,--,7.57,6.7901,1.1625,0.6273,4.6888,--,0.9872,11.2944,0.9583,5.265,4.9435,88.4267,3.9533,14.5677,1.9244,0.9872,--,5.7284,-1.0875,227.164,--,--,435304401.55,1.76,1.77,119173107.55,-34.3141,-40.3952,17.9565,-3.729,0.9443,95.3087,71.9252,1.2513,--,0.2424,371.2871,0.3507,256.6296,0.4897,1.6604,1.2501,54.4982,579.6015,0.2314,51.2969,6.2452,--,94.9437,55.8529,10.8534,--,62.6529,91.8511,209.94,--,48.7031,15434704311.4,0.3155,0.0788,7.9801,0.1617,19.2742,--,--,--,650321895.99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,000062
5,2022-12-31,1.0323,0.9106,0.9106,0.9184,7.4801,6.7175,2.1759,0.6268,4.5691,--,6.5983,10.587,6.7208,5.7036,5.3594,89.244,4.5098,137.1526,18.3356,8.7664,--,4.9558,14.9442,196.6941,--,--,2534661194.35,13.56,14.62,960562469.89,4.8191,3.5506,15.1046,3.784,5.1892,69.3749,49.2887,7.3039,103.9889,1.4903,241.5621,2.0782,173.2268,3.275,1.5715,1.1811,43.9209,681.4372,0.2345,47.811,5.9973,3528.5267,109.1569,55.1593,11.1457,38.4599,62.0784,106.1326,195.036,1.355,52.189,16363460014.24,0.0951,0.1391,2.1078,0.2665,31.0822,--,--,--,650917018.57,--,--,4445339785.72,22096716.48,8322060.54,92312556.86,--,12254928.05,921973.85,--,54158410.84,229831.8,264259.8,27916140.57,000062
6,2022-09-30,0.769,0.6668,0.6668,--,7.2764,6.5261,2.305,0.6264,4.3464,--,5.3556,10.3998,5.2255,5.5971,5.2473,89.4347,4.2972,76.9034,10.5688,5.3556,--,4.5253,8.0398,197.4035,--,--,1946598044.79,10.22,10.83,711016838.5,13.7995,-3.79,14.6645,1.978,4.0003,67.4949,46.379,5.8216,--,1.216,222.0395,1.7027,158.5717,2.5983,1.8994,1.3979,42.2431,640.0412,0.3297,50.6737,10.8641,--,97.3409,49.4079,17.6543,--,60.0006,93.7476,208.1499,--,49.3263,15018621568.38,0.1288,0.1605,2.9973,0.3254,43.8092,--,--,--,536500172.66,--,--,--,--,--,--,--,--,--,--,--,--,--,--,000062
7,2022-06-30,0.571,0.4991,0.4991,0.5117,6.8893,6.2057,0.8326,0.6259,4.1787,--,3.5408,10.2942,3.6603,5.8221,5.4676,89.5547,4.5158,90.4248,13.1255,5.607,--,4.412,10.2043,187.862,--,--,1361490529.25,8.04,8.25,535207405.89,32.4334,16.6447,13.6458,23.2,2.6342,68.3319,46.7897,3.847,56.4758,0.8105,222.0851,1.1042,163.0139,1.8891,1.6048,1.1958,41.7402,740.0082,0.3543,42.7184,9.8345,3137.8519,134.0914,50.1515,18.7135,39.7191,61.6972,130.4451,177.6667,1.3614,57.2816,16867569668.27,0.0658,0.0516,1.4581,0.0901,11.2504,--,--,--,532067454.44,--,--,5256458940.39,23922106.82,12870149.66,86878011.01,--,4246884.49,162815.78,--,57175992,--,6288998.98,22676881.59,000062
8,2022-03-31,0.2444,0.21,0.21,--,6.4176,5.7864,0.4377,0.6254,3.8895,--,1.5944,10.6262,1.6077,5.7858,5.4164,89.2184,4.3566,24.4405,3.8084,1.5944,--,4.3236,-0.3708,196.0127,1.2275,--,623496132.64,3.63,3.51,216240391.74,26.1924,-2.6486,5.9014,26.0945,1.258,71.5421,51.3552,1.7525,--,0.369,243.9024,0.5037,178.6778,0.8687,1.5977,1.1926,42.3472,886.3285,0.3986,41.8663,10.9419,--,138.8557,50.4154,20.7201,--,63.5916,135.8306,173.978,--,58.1337,16032565723.48,0.078,0.0286,1.7909,0.0491,6.2177,--,--,--,455929857.21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,000062
0,2024-03-31,0.1092,0.12,0.12,--,7.8987,7.5625,0.0366,4.7908,1.7674,--,1.0063,25.4601,1.0032,12.0019,10.3242,73.966,8.3754,10.9249,1.3831,1.0063,--,11.8971,18.7063,245.4205,--,--,34703719.03,1.59,1.59,10624295.99,60.1421,100.1563,-5.5198,1.5336,0.7406,121.5231,155.0922,0.5803,--,0.1198,751.2521,0.2143,419.972,0.1645,2.249,1.622,16.1897,1367.5119,--,72.7589,--,--,37.4403,--,--,--,60.0386,34.4163,--,--,27.2411,1134418743.51,0.0281,0.0034,0.3352,0.0124,1.347,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,301005
